,Negative,Neutral,Positive
"<<Ok, ma solo dieci minuti>> si alza <<Vado in cucina a bere qualcosa di freddo, vieni?",0.0010721132857725024,0.9958503246307373,0.0030775554478168488
<<Certamente>> mi alzo seguendola.,0.0003309535968583077,0.8340634107589722,0.1656055599451065
<<Limonata o coca cola?>> chiede china verso frigorifero.,0.001838550204411149,0.997201681137085,0.0009597867028787732
Fortuna che la cucina è già sistemata.,0.0006056774873286486,0.10770527273416519,0.891689121723175
"<<Limonata, la coca mi farà ingrassare>> rispondo sedendomi su una sedia.<<Oh ma smettila, hai un bellissimo fisico e un bicchiere di coca non ti farà niente>> mormora versando la limonata su due bucchieri di vetro.",0.48047152161598206,0.4839310646057129,0.03559743985533714
<Non quando un bicchiere diventerà due bicchieri e così via>>ribatto sorseggiando un po‘ della mia limonata.,0.004715366754680872,0.9610215425491333,0.03426308184862137
"Ci voleva proprio qualcosa di freddo: siamo a Settembre, ma il caldo è ancora nell‘aria.",0.00902895350009203,0.35067233443260193,0.6402987837791443
<<Capito>> si siede <<Ora parliamo di ragazzi>> sorride maliziosa.,0.002057556761428714,0.9921610951423645,0.005781431682407856
"Le prime volte che la vidi pensai che fosse una ragazza timida e tranquilla, invece ora dopo due settimane d‘amicizia si è rivelata una gran chiacchierona e vivace, il prototipo di amica che ho sempre voluto avere.",0.00044554303167387843,0.0020658362191170454,0.9974886178970337
"<<Non guardarmi così, non ho a che fare con uomini da ormai un anno>> chiarisco.",0.006487645208835602,0.9914002418518066,0.0021121439058333635
"<<Beh, la settimana scorsa però hai avuto a che fare con qualcuno>> mi fa l‘occhiolino.",0.467059463262558,0.5258080959320068,0.007132436614483595
"<<Oh non fare come Kyle, non c‘è niente tra me e tuo fratello>> ribatto <<Gli ho solo fatto compagnia>> spiego.",0.004110075067728758,0.9928541779518127,0.003035794710740447
"<<Appunto, mio fratello non chiede mai a qualcuno di fargli compagnia e poi ho visto come chiacchieravate prima del film>>.<<E quindi?",0.0008608237258158624,0.9984031319618225,0.0007360291201621294
"Ci stavamo solo punzecchiando, non ci sopportiamo nemmeno>> scrollo le spalle.",0.9817734360694885,0.017600271850824356,0.0006262936512939632
<<Ah ah e io ci credo>> dice ironica.,0.006202224642038345,0.9805548191070557,0.013242906890809536
"<Come vuoi, tu invece che mi dici?",0.0005586245097219944,0.9979766011238098,0.0014647776260972023
Nessun uomo carino nelle vicinanze?,0.5229005813598633,0.47122934460639954,0.005870120134204626
>> cambio discorso.,0.000826662580948323,0.9976367950439453,0.0015365317231044173
"<<Non sono più stata con nessuno dopo Mason>>.<<Per Sophia?>> domando.<<No, per me.",0.0061376276426017284,0.9928739070892334,0.000988451880402863
"Quando noto un ragazzo carino sento come se lo stessi tradendo, quindi lascio stare>> spiega triste.",0.9956602454185486,0.0041832998394966125,0.00015644852828700095
"<<Non credo che lui voglia questo per te, dovresti andare avanti e permettere al tuo cuore di amare>> le afferro la mano sul tavolo <<Pensa se fosse stato il contrario, avresti voluto vederlo sempre triste per te?",0.5461769104003906,0.4428683817386627,0.010954667814075947
">>.<<No, ma non ci riesco a lasciarmi andare>>abbassa la testa.",0.18398994207382202,0.8035252094268799,0.012484850361943245
<<Di cosa hai paura?,0.0021267333067953587,0.9962158799171448,0.0016573688481003046
<<Di amare di nuovo>> risponde e una lacrima solitaria quanto silenziosa le cala sul viso delicato.,0.0016666005831211805,0.030162125825881958,0.9681712985038757
"<Se ci fermassimo sulle paure, non andremo da nessuna parte, tu non andrai da nessuna parte distruggendoti.",0.016469229012727737,0.9316317439079285,0.05189904943108559
"Scommetto che nemmeno ci hai provato a lasciarti andare>> suppongo e lei annuisce, <<Visto?",0.003794650547206402,0.9941686391830444,0.0020366425160318613
"La prossima volta che qualcuno ci proverà con te e tu ricambierai, lasciati andare, almeno per un po‘ e vedrai che ti risulterà più facile del previsto>> aggiungo mentre le accarezzo il dorso della mano.",0.0003649329883046448,0.020737692713737488,0.9788973331451416
Diana è una ragazza che nella vita è stata davvero sfortunata e il fatto che sia sempre con il sorriso in faccia la rende molto più forte di quanto si possa pensare vedendola.,0.942439615726471,0.030827801674604416,0.026732487604022026
"<<Grazie, sei un‘ottima amica>> sorride asciugandosi il viso e io ricambio sfoggiando uno dei sorrisi più veri che io abbia mai concesso a qualcuno.",0.00013849911920260638,0.001248225336894393,0.9986132383346558
<<Ciao>> ci interrompe una terza voce.,0.0011829100549221039,0.997776448726654,0.0010406080400571227
Dylan.<<Ciao>> rispondiamo entrambe.,0.0002243891649413854,0.9959793090820312,0.0037962559144943953
"<<Tutto ok?>> domanda con tono disinteressato, ma si vede da mille miglia che è preoccupato.",0.0051871053874492645,0.9915184378623962,0.0032944483682513237
"<<Si tranquillo, vuoi qualcosa da bere?>> domanda la sorella alzandosi.",0.000508402765262872,0.980311393737793,0.019180303439497948
<<C‘è della coca?>> chiede e lei annuisce passandogliela.,0.0011393451131880283,0.9975128173828125,0.0013478730106726289
<<Dov‘eri?>> si risiede e questa volta lo fa anche lui.,0.00035957209183834493,0.9962034821510315,0.003436957485973835
E dove se non di fronte a me.<<Fuori>>.,0.001755689736455679,0.9963374137878418,0.0019068712135776877
<Questo l‘avevo notato>>.,0.005958844907581806,0.9931972026824951,0.0008439912926405668
"<<Questo è tutto ciò che devi sapere, non devi farti i cazzi miei>> ribatte arrogante.",0.1085233986377716,0.741612434387207,0.14986418187618256
Quanto sei gentile>> sbuffa.<<Avete finito di portare i scatoloni dal garage?>> cambia discorso puntando lo sguardo su di me.,0.0013359704753383994,0.2085312008857727,0.7901328206062317
"Non mi guarda più come le prime volte, quando mi disprezzava e anche se mi costa ammetterlo, sono contenta.",0.00044510429142974317,0.0013782726600766182,0.9981765747070312
"<<Ci mancano solo quelli per la stanza di Sophia, del resto abbiamo finito.",0.03186021000146866,0.9404825568199158,0.027657242491841316
E vedi di ringraziare Olivia>> lo canzona.,0.00029911031015217304,0.153091698884964,0.8466092348098755
<<Prego>> ghigna e io gli rispondo con il dito medio.,0.0014455608325079083,0.9824228286743164,0.016131579875946045
"<<Ah ah piccola queste cose non si fanno, non vorrai mica essere punita?",0.05033312737941742,0.9327003359794617,0.016966475173830986
>> sorride malizioso.,0.07321581989526749,0.7370169162750244,0.18976722657680511
Ritiro ciò che ho detto prima:,0.0004800081078428775,0.9978378415107727,0.0016822590259835124
meglio quando mi guardava male e stava zitto.,0.26607662439346313,0.6879233121871948,0.04600003361701965
<Quanto sei divertente>> alzo gli occhi al cielo.,0.00017654379189480096,0.004822054412215948,0.9950013756752014
<<Non sei la prima che lo dice>> risponde altezzoso.,0.007389039266854525,0.9905375838279724,0.0020733687561005354
<<Ma sono la prima a non dirtelo come complimento così da finire nel tuo letto>> sorrido falsamente.,0.9599751830101013,0.03889298439025879,0.0011317880125716329
Anche perché ci sono già finita nel tuo letto.,0.003517106408253312,0.9649512767791748,0.03153160214424133
<<Grande amica!>> esclama Diana battendomi il cinque.,0.0003772142808884382,0.046342987567186356,0.9532798528671265
"<<Meglio, non voglio sporcare le mie lenzuola>> ribatte per poi sorseggiare la sua coca cola.",0.004345923196524382,0.5439040064811707,0.4517499804496765
"Teoricamente mi ha appena insultato e quindi dovrei uscirmene con una delle mie solite frasi taglienti, ma il movimento che fa il suo collo mentre beve mi attrae lasciandomi quasi a bocca aperta.",0.002600625157356262,0.017399756237864494,0.9799996614456177
Cazzo spero non se ne accorga.,0.6756492853164673,0.2718568742275238,0.0524938739836216
<<Sono io che non voglio sporcarmi finendo nel tuo letto>> mi riprendo.,0.02828446589410305,0.10912402719259262,0.862591564655304
"Fa per dire qualcos‘altro, probabilmente per ferirmi, ma la sorella lo precede.",0.008557881228625774,0.9887039065361023,0.0027382110711187124
"<<Adesso basta però, dobbiamo finire di sistemare la casa e tu ci aiuterai>> gli punta il dito contro.",0.05936824902892113,0.9374918937683105,0.0031398090068250895
<<No>>risponde secco continuando a perforarmi con lo sguardo.,0.20547424256801605,0.7838425040245056,0.010683282278478146
"<<Si invece, su forza a lavoro>> si alza battendo le mani e tirando per il braccio il fratello che sbuffa come un bambino.",0.001118610380217433,0.9974017143249512,0.0014797564363107085
Mi alzo anche io controvoglia e mi impongo di finire presto per tornare a casa e dormire tutto il giorno.,0.08543114364147186,0.905495285987854,0.009073503315448761
<<Abbiamo finito finalmente!>> sbuffo esausta cadendo a peso morto sul divano.,0.7581413984298706,0.23969666659832,0.002161893993616104
"Forse sono un po‘ melodrammatica, ma è la settimana post - ciclo e mi stanco solo a camminare dalla stanza in cucina, figuriamoci andare su e giù per le scale per più di un‘ora.",0.9880689978599548,0.01088634692132473,0.0010446020169183612
<<Non credi di esagerare?,0.0003491292300168425,0.9890118837356567,0.010638984851539135
"Hai portato solo tre scatoloni>> mi percula Dylan - il- figo - so- tutto - io.""Figo"" perché è figo, ""so tutto io"" perché non sta zitto un attimo e prima quando stavamo lavorando mi dava ordini come se fosse un re.",0.6949173808097839,0.24862195551395416,0.056460700929164886
"Ok che è casa sua, ma se la crede un po‘ troppo.",0.00954796839505434,0.9873847961425781,0.0030673209112137556
"<<Potresti non so, farti i cazzi tuoi?",0.0025757094845175743,0.9953513145446777,0.002072944538667798
>> ribatto stizzita.,0.7396628260612488,0.2511851191520691,0.009151961654424667
"<<Modera i termini, sei a casa mia>>risponde guardandomi male <<E fammi spazio>> aggiunge spostando le mie gambe per terra.",0.018921442329883575,0.978674054145813,0.002404472092166543
Ecco cosa intendevo.,0.001512786722742021,0.99769127368927,0.0007958885980769992
<<Si da il caso che sia arrivata qui prima di te>> gli faccio notare rimettendo le mie gambe sul divano ovvero sopra le sue.,0.005761365871876478,0.9058340787887573,0.08840449154376984
I miei polpastrelli nudi sono a contatto con le sue cosce coperte solo dal tessuto dei  pantaloncini e questo mi provoca una scia di brividi.,0.06661465764045715,0.08201580494642258,0.8513695597648621
"Non va bene Ol, non va affatto bene.",0.9973064661026001,0.0023774784058332443,0.00031594617757946253
<<Non dovevi andare a casa tua?,0.0008061642874963582,0.9981818199157715,0.0010120435617864132
Devi per forza rompere a noi?>>sbuffa beccandosi un‘occhiataccia dalla sorella.,0.41058349609375,0.5884405374526978,0.0009760455577634275
"Questi due sono i classici fratello e sorella che fingono di odiarsi e non sopportarsi, ma che si preoccupano sempre l‘uno dell‘altra.<<È qui per me sbruffone, vatti a fumare qualche sigaretta o scoparti una tettona invece di disturbarci>> gli consiglia mentre si siede sulla poltrona.",0.03153339400887489,0.9271623492240906,0.04130427539348602
<<Non mi piacciono le tette grandi sorellina>> ghigna <<Preferisco un culo grande e sodo>> aggiunge.,0.14792120456695557,0.8293895721435547,0.022689228877425194
Al liceo non dicevi così eh>> mi intrometto e presto mi rendo conto di ciò che ho detto.,0.011381306685507298,0.9707589745521545,0.017859773710370064
Cazzo quanto sono stupida.<<Ci conoscevamo per caso?,0.9765525460243225,0.023232845589518547,0.00021449607447721064
Sai ora che ci penso non mi ricordo di te>> corruccia lo sguardo.,0.09855636954307556,0.8839982748031616,0.01744535192847252
Mando giù un groppo di saliva e cerco qualche scusa credibile per pararmi il culo.,0.9623687863349915,0.036667920649051666,0.0009631758439354599
"<<Emh>> mormoro agitata <<Ero una ragazza riservata e molto diversa da come sono ora, e poi eri più grande e popolare per notarmi>> .<<Beh è strano che non mi ricordi nemmeno il tuo volto, insomma non ero mica cieco>> continua a indagare e a me viene vogli di sparargli una pallottola in testa:",0.07219062745571136,0.8949037790298462,0.032905612140893936
se si ricorda il mio volto e quella notte sono fottuta.,0.9905188679695129,0.008831778541207314,0.000649461813736707
<<Hai per caso una cotta per me e vuoi indagare sul mio passato per conquistarmi o cosa?>> rispondo infastidita.,0.1189771369099617,0.879666805267334,0.00135610974393785
"<<Non sentirti chissà che, era solo per capire>>dice e poi si incupisce di nuovo smettendo di parlare.",0.1584111601114273,0.8072452545166016,0.03434353694319725
"Non lo capisco: a volte mi parla e sembra essere amichevole, altre volte mi risponde male e freddamente come se gli avessi fatto qualcosa.",0.6143056750297546,0.3355036973953247,0.05019065737724304
"Ok, io non sono la persona più simpatica e gentile al mondo, ma cazzo non sono così male da meritare di essere trattata in questo modo.",0.974083662033081,0.006294556427747011,0.01962180994451046
"Forse è fatto così con tutti, magari non gli sto così tanto sul cazzo ed è semplicemente una persona di poche parole.",0.007033709902316332,0.020469579845666885,0.972496747970581
"In effetti avrebbe senso, ho notato che nemmeno con i suoi amici è aperto e in più non va a scuola e questo lascia in sospeso molte cose.",0.9862133860588074,0.013168108649551868,0.0006185243837535381
Perché non è più il vecchio Dylan sbruffone e chiaccherone del liceo?,0.009391753934323788,0.988339900970459,0.0022683674469590187
Perché ha cambiato città dal nulla e poi è tornato dopo quattro anni?,0.0015249538701027632,0.998001754283905,0.0004732889065053314
Dov‘era Diana prima?,0.00033874946529977024,0.9977402687072754,0.0019210525788366795
E i loro genitori?.,0.0006052111275494099,0.99708491563797,0.002309872303158045
"Tutte queste domande mi uccidono, ma so che è ancora troppo presto per ricevere delle risposte.",0.6690465211868286,0.31996798515319824,0.010985396802425385
"<<Bene io vado, devo andare a riprendere Eve dalla scuola >> annuncio spezzando il silenzio fastidioso di qualche minuto fa e mi alzo in piedi.",0.0013405942590907216,0.6223748326301575,0.3762845993041992
"<<No dai rimani un altro po‘, ti prego>> mi ferma Diana con la faccia dispiaciuta.",0.1837739646434784,0.7997230887413025,0.016502922400832176
"<<Vorrei, ma devo andare a prendere Eve>>.<<La va a prendere Dylan, tanto deve riprendere anche Sophia>> propone.",0.000659517536405474,0.9950031638145447,0.004337378311902285
<<No!>>rifiuto subito.,0.8867324590682983,0.11121360212564468,0.002053863601759076
Lasciare Dylan e Eve da soli non mi sembra una buona idea.<<Guarda che non te la mangio mica>> sbuffa il diretto interessato.,0.9850913882255554,0.014325457625091076,0.0005831773742102087
"<Non è quello, solo che non voglio disturbarti>> mi invento e sono sicura che avrei potuto trovare una scusa migliore, ma ormai è andata così.",0.03985496982932091,0.08688686788082123,0.8732581734657288
"<<Oh ma quello lo hai già fatto>> alza gli occhi al cielo e si alza anche lui in piedi, <<Te la riporto sana e salva tranquilla>> aggiunge.<<Vedi?",0.00040573853766545653,0.2942444980144501,0.7053497433662415
"Ora non hai più scuse, rimani>> mi fa il labbruccio e io tento di resistere, ma alla fine cedo.",0.7077727913856506,0.13434770703315735,0.1578795313835144
Faranno in fretta no?,0.03078877180814743,0.9637346863746643,0.005476498510688543
"E poi l‘ha accompagnerà e basta.<<Uff, ok>> accetto e in risposta mi salta addosso felice.",0.0001833671412896365,0.0039100549183785915,0.9959065914154053
Speriamo vado tutto bene.****Angolo autrice:,0.00019466617959551513,0.10840042680501938,0.891404926776886
"Eccovi il capitolo quattordici, un po‘ cortino rispetto agli altri.",0.0006510248058475554,0.9971163272857666,0.0022326260805130005
Vi avverto che nel prossimo capitolo ci sarà il pov di Dylan:D e vedrete la situzione dal suo punto di vista.,0.0005901448312215507,0.5840000510215759,0.4154098331928253
Non vedo l‘ora di farvelo conoscere un po‘.,0.00030684994999319315,0.022631105035543442,0.9770620465278625
Inoltre vi informo che il cast uscirà tra un po‘ sull‘account instagram e per chi ancora non mi segue mi chiamo Hellen_wattpad.,0.0010774737456813455,0.9879853129386902,0.010937298648059368
"Prossimo capitolo domani, bye<3.",0.00027120052254758775,0.9978737831115723,0.001855004345998168
"Dylan‘s povDopo aver sistemato le mocciose nei seggiolini dietro, vado nel posto guidatore e metto in moto l‘auto.",0.0031238484662026167,0.9905081987380981,0.006367881782352924
"Non sono in vena di parlare, ma se rimaniamo così in silenzio parleranno loro da sole e non mi va per niente di ascoltare i loro discorsi sui fidanzatini e bambole.",0.009806564077734947,0.425496369600296,0.5646970272064209
<Com‘è andata a scuola?>> domando a entrambe guardandole fugacemente dallo specchietto.,0.00034782433067448437,0.9979639053344727,0.001688259420916438
"<<Bene, oggi abbiamo dipinto!>> risponde Sophia felice e io non posso non ricambiare il sorriso genuino.",8.771045395405963e-05,0.0026043399702757597,0.9973078966140747
"Con tutto quello che mi è successo sono diventato uno stronzo insensibile, ma con lei non ci riesco proprio.",0.995974600315094,0.0036002795677632093,0.00042517975089140236
È così piccola e innocente e merita tutto l‘amore del mondo.,0.00020595549722202122,0.0010561415692791343,0.9987378716468811
"Prima di morire Mason mi fece promettere che mi sarei preso cura di Diana e Sophia e così sto facendo, ma lo avrei fatto anche senza le sue raccomandazioni.",0.020770573988556862,0.7807839512825012,0.19844548404216766
"<<Io non mi sono divertita, non mi piace dipingere>> sbuffa la mocciosa numero due.",0.987141489982605,0.012618695385754108,0.00023979382240213454
<<E perché?,0.00044941468513570726,0.9981499910354614,0.001400560955516994
>>chiedo girando verso la strada opposta di casa: devo passare a comprare le sigarette.,0.006428954191505909,0.9928491115570068,0.000721980060916394
<<Perché mi sporco tutta!>> sbuffa mettendo il broncio.,0.5469465851783752,0.4516150951385498,0.0014383280649781227
"Sorrido scuotendo la testa, ma la capisco: anche io odio dipingere.",0.0002714279980864376,0.0034539925400167704,0.9962745904922485
Preferisco di gran lunga suonare il pianoforte.,0.005451129749417305,0.4721907377243042,0.5223581194877625
"<<Se me lo dicevi, avrei detto alla maestra di giocare a qualcos‘altro>> si intromette Sophia.",0.004245096351951361,0.9946618676185608,0.0010929522104561329
Sono sicuro che l‘avrebbe fatto seriamente:,0.0031630382873117924,0.9814311265945435,0.015405711717903614
"è molto premurosa e coraggiosa, come sua madre.",0.00022928036923985928,0.025944963097572327,0.9738257527351379
<<Mi vergognavo>> ribatte e l‘altra non contenta apre un lungo dibattito troppo grande per delle bambine di quattro anni.,0.6394317150115967,0.357354074716568,0.0032142559066414833
"Ma non mi intrometto lasciandole chiacchierare a loro piacere, sorridendo ogni volta che sento come pronunciano alcune parole.",0.00015368254389613867,0.0031870671082288027,0.9966592788696289
"Di tanto in tanto le guardo dallo specchietto soffermandomi, involontariamente, di più su Eve.",0.0005583472084254026,0.9969011545181274,0.0025405113119632006
Non assomiglia per niente a sua madre né nel carattere né nell‘aspetto:,0.4026438295841217,0.4899011552333832,0.10745491832494736
"Eve è dolce, paziente, tranquilla, timida, mora e ha gli occhi verdi, Olivia invece è impaziente, fastidiosa, stronza, mora e ha gli occhi marroni.",0.012406466528773308,0.14142407476902008,0.8461694121360779
Ma ammetto che entrambe sono bellissime.,0.00016528186097275466,0.0013862538617104292,0.9984484910964966
"Ripensando a Olivia, credo che me la scoperei volentieri, ma essendo un‘amica di mia sorella devo trattenere i miei ormoni.",0.13201336562633514,0.7971029877662659,0.07088363170623779
"Meglio, di sicuro avrebbe voluto di più e io non sono il tipo.",0.7315479516983032,0.09567730873823166,0.17277471721172333
Intanto arrivo al bar e accosto la macchina nel parcheggio davanti.,0.0007902760989964008,0.992492139339447,0.006717676762491465
"<<Bambine, rimanete qui io vado a prendere una cosa e arrivo>> le informo girandomi con il capo verso di loro.",0.0013752812519669533,0.976301372051239,0.02232328988611698
Mi guardano con i loro occhietti da coniglio e si pendono per mano.,0.8871297240257263,0.11119943857192993,0.0016709609190002084
<<Vogliamo venire con te!>>esclama Eve.,0.000819064152892679,0.972071647644043,0.027109267190098763
"Oh madonna, che ho fatto di così male nella vita?.",0.15459109842777252,0.3865176737308502,0.4588913023471832
"<<No, rimanete qui io arrivo subito>>.",0.001494663767516613,0.9967281818389893,0.0017772158607840538
<<Ti prego zio portaci con te>> mi prega Sophia.,0.0006688638241030276,0.8987642526626587,0.10056691616773605
<<Ti pregooo>> insiste l‘altra facendo gli occhi dolci.,0.0010509794810786843,0.3932885229587555,0.6056604385375977
"""Cosa mi tocca fare"" penso sbuffando.",0.00455687427893281,0.9942660927772522,0.0011771093122661114
<<Ok>> cedo facendole esultare.,0.0062311082147061825,0.9758105278015137,0.017958413809537888
"Tutta colpa di Diana, appena torno a casa le faccio vedere.*****<<Sedetevi qua>> dico lasciandole le manine.",0.0009072711109183729,0.9842190146446228,0.014873634092509747
"Alla fine non solo mi hanno accompagnato a prendere le sigarette, ma sono finite per voler il gelato e dopo cinque ""No"" ho ceduto.",0.9745745062828064,0.024060916155576706,0.0013646023580804467
Per fortuna che non sono padre o sarei già impazzito e buttato i bambini in un bidone.<<Zio Dylan vuoi un po‘?>> mi chiede Eve allungando il braccio verso di me con in mano il gelato alla fragola.,0.06457096338272095,0.9265611171722412,0.008867919445037842
"<<No tranquilla, mangiate subito così andiamo>> mi siedo in una sedia vicino a loro tirando fuori una sigaretta.",0.02328081615269184,0.9714127779006958,0.005306410137563944
"Ho bisogno di fumare, non mi importa se ci sono delle bambine.",0.11279511451721191,0.8766220808029175,0.010582775808870792
<<Zio Dylan>> mi chiama di nuovo la mocciosa.,0.042858004570007324,0.9560010433197021,0.0011408813297748566
<<Che c‘è?>> domando cercando di non sbuffare.,0.0010678053367882967,0.9971848130226135,0.0017473443876951933
<<Lo sai che il fumo fa male?,0.02291978895664215,0.9764169454574585,0.0006632242002524436
">>pavoneggia <<Non dovresti fumare, sei giovane per morire>> aggiunge.",0.007782375905662775,0.9908808469772339,0.0013368192594498396
Ma non aveva quattro anni?,0.000875220401212573,0.9947000741958618,0.0044247605837881565
Perché parla come una vecchietta di ottanta anni?.,0.0006240938091650605,0.9983659386634827,0.0010099257342517376
Ma cosa posso aspettarmi dalla figlia di una come Olivia la so - tutto- io.<<E tu non sei troppo giovane per dirmi cosa fare?,0.0012134299613535404,0.9870043396949768,0.011782280169427395
">> ribatto, ma rimetto lo stesso la sigaretta nel pacchetto:",0.015111277811229229,0.9610673189163208,0.023821387439966202
non voglio rischiare che lo vada a dire a sua madre.,0.06071571633219719,0.8828879594802856,0.05639628320932388
<<Ma è solo un consiglio!>> si imbroncia.,0.6758217811584473,0.32179325819015503,0.0023849972058087587
"Oh no, se si mette a piangere mi sparo.",0.5664178133010864,0.43066534399986267,0.0029167451430112123
"<<Lo so piccola, grazie da oggi in poi non fumerò più ok?>> mento accarezzandole la guancia.",0.0007217451930046082,0.12604138255119324,0.873236894607544
"È un po‘ fastidiosa, come tutti i bambini, ma è una brava bambina e sono sicuro che da grande sarà una brava e bellissima donna.",0.00023715326096862555,0.0011755387531593442,0.9985873699188232
"Sorride e torna a mangiare il gelato chiaccherando con la sua amica Sophia, mentre io rimango a guardarle, fin quando non mi suona il telefono.",0.0003322724951431155,0.045974887907505035,0.9536928534507751
Guardo il telefono e nello schermo leggo il nome di Diana.,0.0010330737568438053,0.9972512125968933,0.0017157517140731215
Che palle non sono pronto a una delle sue solite ramanzine.,0.9642671346664429,0.01650819182395935,0.019224734976887703
<<Pronto>>.<<Brutto stronzo perché non sei qua?,0.7113617062568665,0.28721731901168823,0.0014208954526111484
Dove hai portato mia figlia?,0.00038115750066936016,0.997988224029541,0.0016306079924106598
Giuro che ti denuncio>>.,0.821654200553894,0.17408156394958496,0.004264169372618198
"Altro che Diana e le sue ramanzine, qui abbiamo un Olivia pazza e incazzata.",0.9940077066421509,0.005756609607487917,0.00023563603463117033
<<L‘ho rubata per venderla a un amico>>.,0.017802255228161812,0.981475830078125,0.0007218671380542219
"<<Ha ha, divertente.",0.00022868165979161859,0.002491292543709278,0.9972800016403198
"Dove siete?>>.<<Hai una figlia golosa e voleva il gelato, e visto che sono un uomo gentile e premuroso gliel‘ho preso.",0.0009327535517513752,0.6034032106399536,0.3956640064716339
Ora lo sta mangiando insieme a Sophia>>.,0.0004552961909212172,0.754037082195282,0.24550761282444
<<E ti sembra il caso di non avvertici?,0.0012867961777374148,0.997169554233551,0.0015436717076227069
<<Si>>.,0.0003040916926693171,0.9936690926551819,0.00602684123441577
"Uso un tono annoiato, ma in realtà mi sto divertendo moltissimo a farla incazzare.",0.11324535310268402,0.0073656500317156315,0.8793890476226807
<<Ti giuro Dylan ti uccido appena torni>>.,0.010896948166191578,0.9884998202323914,0.0006032115779817104
"<<Allora non torno>>.<<Dylan!>>.<<Ok ok, calma che mi spacchi il timpano.",0.0026431481819599867,0.9877298474311829,0.00962692778557539
"Appena finiscono il gelato ve le riporto, ora non rompere il cazzo ciao>>.",0.39462417364120483,0.42316415905952454,0.1822117269039154
<<Cia->> non la lascio continuare e riattacco.,0.11096896976232529,0.8767203688621521,0.012310651130974293
"Che rompi coglioni che è, di sicuro Eve ha preso da suo padre o non si spiega.",0.986198902130127,0.012148612178862095,0.0016524946549907327
Chissà com‘è il padre.,0.0005162864690646529,0.9974495768547058,0.0020341244526207447
"Olivia‘s povCome ormai ogni sabato, sono a casa di Diana ma questa volta non per aiutarla : Sophia e Eve devono fare un progetto insieme.",0.0006084970664232969,0.9826065897941589,0.016784856095910072
"<<Io non faccio la scritta, ho una pessima calligrafia>> ci informa Diana.",0.7320199012756348,0.26671239733695984,0.001267647952772677
Il progetto consiste nel fare un cartellone sull‘importanza della famiglia e la coppia che avrà il cartellone più bello sarà l‘assistente della maestra per un mese.,0.0007147742435336113,0.9852805733680725,0.014004554599523544
"Non è un gran premio, ma sono solo dei bambini e per loro va bene.",0.0001935756445163861,0.0024515583645552397,0.9973548650741577
"<<Io ho la mano tremolante, meglio evitare uno schifo>> li informo anche io.<<E allora chi scrive?",0.007448733318597078,0.9917476177215576,0.0008036867366172373
Le bambine non sanno scrivere>> esclama Diana e nello stesso momento entra suo fratello dalla porta.,0.003242246340960264,0.9933666586875916,0.003390982048586011
Bene bene.,0.00012441107537597418,0.0018656539032235742,0.998009979724884
Ci guardiamo complici e sorridiamo.,9.636763570597395e-05,0.012640104629099369,0.9872635006904602
"<<Fratellone>> si alza e gli salta in braccio, <<Sai che ti voglio bene?",0.0005301080527715385,0.7180626392364502,0.2814072370529175
>>aggiunge sorridendo furba.,0.003129761666059494,0.5792578458786011,0.4176124632358551
<<Cosa vuoi?>> sbuffa lanciando un‘occhiatina fugace dalla mia parte.,0.011175352148711681,0.9861772656440735,0.0026474178303033113
<<Abbiamo bisogno del tuo aiuto con il progetto delle bambine>>.,0.0004051871655974537,0.9951243996620178,0.004470402374863625
"<<Scordatelo>> prova ad andarsene, ma lei lo ferma.",0.03519034385681152,0.9639146327972412,0.0008950313203968108
"<<Ti prego, faccio tutto quello che vuoi>> lo supplica.",0.0006676207412965596,0.8603128790855408,0.13901950418949127
"Non ci credo che è così stronzo, è di sua nipote di cui stiamo parlando.",0.8862416744232178,0.11081697791814804,0.0029414023738354445
"<<No>>.<<Dai, Olivia aiutami a convincerlo>> si gira verso di me facendogli puntare di nuovo gli occhi su di me.<<Emh>> mormoro sentendomi sciogliere sotto il suo sguardo affascinante.",0.0029149865731596947,0.6685407757759094,0.32854416966438293
Maledetta la persona che l‘ha fatto così bello.,0.0006769571336917579,0.00428945804014802,0.9950336217880249
<<Ti prego?>> aggiungo sorridendo.,0.0009865083266049623,0.9518747925758362,0.047138702124357224
<<E questo dovrebbe convincermi?>> corruccia losguardo.,0.003253703936934471,0.9953115582466125,0.0014347692485898733
Beh almeno ci ho provato.,0.0035003277007490396,0.9430691003799438,0.053430601954460144
<<Ti prego zio Dylan voglio essere l‘assistente della maestra così le consiglierò di non farci più dipingere>> si intromette Eve.,0.002977793337777257,0.9932057857513428,0.0038165294099599123
"Grazie amore, ma non credo che questo lo convincerà.",0.07393821328878403,0.013558533042669296,0.9125033020973206
La guarda pensieroso per poi accennare un sorriso e contro ogni mia aspettativa annuisce.,0.001004369929432869,0.14853167533874512,0.8504640460014343
"<<Va bene, ma lo faccio solo per te>>, si leva la giacca avvicinandosi.",0.0027227101381868124,0.9929050803184509,0.0043722642585635185
"Aspetta, da quando questi due sono ""amici""?.",0.00046994953299872577,0.9980815649032593,0.001448528259061277
"Pensavo che non la sopportasse perché gli ricordava me, ora addirittura fa le cose per lei.",0.34038716554641724,0.47448858618736267,0.1851242631673813
"<<Io aiuto le ragazze a disegnare la famiglia, tu scrivi la scritta e Olivia li colora>> ordina Diana andando verso le bambine.",0.000806960859335959,0.9298259615898132,0.06936705857515335
